id,language,Autoria,task_type,html_url,repo_url
3369571775,Java,Google_Jules,feat,https://github.com/ingla2020/helpdesk/pull/3,https://api.github.com/repos/ingla2020/helpdesk
3449840306,Java,Google_Jules,chore,https://github.com/StudioAsInc/android-synapse/pull/81,https://api.github.com/repos/StudioAsInc/android-synapse
3450275176,Java,Google_Jules,feat,https://github.com/arthow4n/week-number-android-widget/pull/2,https://api.github.com/repos/arthow4n/week-number-android-widget
3308024984,Java,Google_Jules,feat,https://github.com/w3canvas/javacanvas/pull/12,https://api.github.com/repos/w3canvas/javacanvas
3394649453,Java,Google_Jules,fix,https://github.com/IanMcNelly/maniacal-hunter/pull/8,https://api.github.com/repos/IanMcNelly/maniacal-hunter
3394722036,Java,Google_Jules,feat,https://github.com/IanMcNelly/maniacal-hunter/pull/9,https://api.github.com/repos/IanMcNelly/maniacal-hunter
3512771849,Java,Google_Jules,feat,https://github.com/StudioAsInc/android-synapse/pull/174,https://api.github.com/repos/StudioAsInc/android-synapse
3513320964,Java,Google_Jules,chore,https://github.com/StudioAsInc/android-synapse/pull/175,https://api.github.com/repos/StudioAsInc/android-synapse
3513465202,Java,Google_Jules,chore,https://github.com/thmarx/cms-server/pull/5,https://api.github.com/repos/thmarx/cms-server
3467621134,Java,Google_Jules,fix,https://github.com/StudioAsInc/android-synapse/pull/138,https://api.github.com/repos/StudioAsInc/android-synapse
3309961676,Java,Google_Jules,chore,https://github.com/HoneyBerries/BetterSpawnProtect/pull/1,https://api.github.com/repos/HoneyBerries/BetterSpawnProtect
3310161165,Java,Google_Jules,chore,https://github.com/HoneyBerries/BetterSpawnProtect/pull/2,https://api.github.com/repos/HoneyBerries/BetterSpawnProtect
3310317190,Java,Google_Jules,chore,https://github.com/mrKlar/DSCEnvisalink-BlueIris/pull/1,https://api.github.com/repos/mrKlar/DSCEnvisalink-BlueIris
3402562616,Java,Google_Jules,feat,https://github.com/indra87g/refactored-waffle-nk/pull/5,https://api.github.com/repos/indra87g/refactored-waffle-nk
3364193740,Java,Google_Jules,fix,https://github.com/bolaji3009/ozone/pull/14,https://api.github.com/repos/bolaji3009/ozone
3301258858,Java,Google_Jules,chore,https://github.com/xhanin/jarup/pull/4,https://api.github.com/repos/xhanin/jarup
3542754922,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/167,https://api.github.com/repos/lgalvao/sgc
3542808502,Java,Google_Jules,feat,https://github.com/jpalvesloiola/videomanager/pull/5,https://api.github.com/repos/jpalvesloiola/videomanager
3542820484,Java,Google_Jules,fix,https://github.com/jpalvesloiola/videomanager/pull/6,https://api.github.com/repos/jpalvesloiola/videomanager
3542845538,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/168,https://api.github.com/repos/lgalvao/sgc
3542915342,Java,Google_Jules,docs,https://github.com/lgalvao/sgc/pull/169,https://api.github.com/repos/lgalvao/sgc
3252162517,Java,Google_Jules,docs,https://github.com/YerayAR/containerized-jsf-springboot-postgresql-app/pull/13,https://api.github.com/repos/YerayAR/containerized-jsf-springboot-postgresql-app
3506349937,Java,Google_Jules,feat,https://github.com/RalphEng/experiment-jules-surverytool/pull/1,https://api.github.com/repos/RalphEng/experiment-jules-surverytool
3506350337,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/45,https://api.github.com/repos/lgalvao/sgc
3506380828,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/46,https://api.github.com/repos/lgalvao/sgc
3506382076,Java,Google_Jules,chore,https://github.com/Saphri/quarkus-logbook/pull/13,https://api.github.com/repos/Saphri/quarkus-logbook
3506394419,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/47,https://api.github.com/repos/lgalvao/sgc
3359914730,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/6,https://api.github.com/repos/selvester69/survery-demo
3360155024,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/7,https://api.github.com/repos/selvester69/survery-demo
3360351398,Java,Google_Jules,feat,https://github.com/selvester69/survery-demo/pull/8,https://api.github.com/repos/selvester69/survery-demo
3386299985,Java,Google_Jules,feat,https://github.com/arabssm/muldum-back-v2/pull/115,https://api.github.com/repos/arabssm/muldum-back-v2
3369841386,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/7,https://api.github.com/repos/misterballzach/chattyplus
3369858360,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/8,https://api.github.com/repos/misterballzach/chattyplus
3369901049,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/9,https://api.github.com/repos/misterballzach/chattyplus
3369929437,Java,Google_Jules,fix,https://github.com/misterballzach/chattyplus/pull/10,https://api.github.com/repos/misterballzach/chattyplus
3370135483,Java,Google_Jules,chore,https://github.com/FranDevelopSpain/ContestCakeApp/pull/1,https://api.github.com/repos/FranDevelopSpain/ContestCakeApp
3522901646,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/93,https://api.github.com/repos/lgalvao/sgc
3522967214,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/94,https://api.github.com/repos/lgalvao/sgc
3523120813,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/95,https://api.github.com/repos/lgalvao/sgc
3532734650,Java,Google_Jules,feat,https://github.com/echoworx-johnfleming/ldaptestcontainer/pull/2,https://api.github.com/repos/echoworx-johnfleming/ldaptestcontainer
3436819621,Java,Google_Jules,feat,https://github.com/cmwen/AntennaPod/pull/4,https://api.github.com/repos/cmwen/AntennaPod
3436921854,Java,Google_Jules,chore,https://github.com/Tyler-Cash/peep-bot/pull/49,https://api.github.com/repos/Tyler-Cash/peep-bot
3436966375,Java,Google_Jules,feat,https://github.com/Tyler-Cash/peep-bot/pull/51,https://api.github.com/repos/Tyler-Cash/peep-bot
3476969232,Java,Google_Jules,chore,https://github.com/jmasalma/AdhanAlarm/pull/16,https://api.github.com/repos/jmasalma/AdhanAlarm
3477293957,Java,Google_Jules,feat,https://github.com/B1Z0N/AntlrCalculator/pull/1,https://api.github.com/repos/B1Z0N/AntlrCalculator
3477297770,Java,Google_Jules,chore,https://github.com/StudioAsInc/android-synapse/pull/142,https://api.github.com/repos/StudioAsInc/android-synapse
3312125133,Java,Google_Jules,feat,https://github.com/mrKlar/DSCEnvisalink-BlueIris/pull/3,https://api.github.com/repos/mrKlar/DSCEnvisalink-BlueIris
3312225900,Java,Google_Jules,feat,https://github.com/mrKlar/DSCEnvisalink-BlueIris/pull/4,https://api.github.com/repos/mrKlar/DSCEnvisalink-BlueIris
3312314293,Java,Google_Jules,feat,https://github.com/TheDragonsCrafts/baritone/pull/1,https://api.github.com/repos/TheDragonsCrafts/baritone
3455951389,Java,Google_Jules,chore,https://github.com/StudioAsInc/android-synapse/pull/98,https://api.github.com/repos/StudioAsInc/android-synapse
3456029383,Java,Google_Jules,chore,https://github.com/StudioAsInc/android-synapse/pull/99,https://api.github.com/repos/StudioAsInc/android-synapse
3456487698,Java,Google_Jules,chore,https://github.com/eric-piwele/Data-Structures/pull/1,https://api.github.com/repos/eric-piwele/Data-Structures
3530257091,Java,Google_Jules,feat,https://github.com/datilmast3r/AlgoritmosAprendizajeAutomatico/pull/1,https://api.github.com/repos/datilmast3r/AlgoritmosAprendizajeAutomatico
3530282257,Java,Google_Jules,fix,https://github.com/lgalvao/sgc/pull/138,https://api.github.com/repos/lgalvao/sgc
3530304539,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/139,https://api.github.com/repos/lgalvao/sgc
3530329468,Java,Google_Jules,chore,https://github.com/lgalvao/sgc/pull/140,https://api.github.com/repos/lgalvao/sgc
3530344964,Java,Google_Jules,feat,https://github.com/lgalvao/sgc/pull/141,https://api.github.com/repos/lgalvao/sgc
3530358491,Java,Google_Jules,fix,https://github.com/Mostafa7000/PawAcademy/pull/2,https://api.github.com/repos/Mostafa7000/PawAcademy
